"www.aihw.gov.au
Australian Institute of Health and Welfare
GPO Box 570, Canberra ACT 2601, Australia",,,,,,
Specialised services,,,,,,
"Data as of: Thursday, October 2, 2025, version: 2025100201",,,,,,
"A specialised service unit is a facility or unit dedicated to the treatment or care of patients with particular conditions or characteristics, such as an intensive care unit. Information about services provided by a particular hospital is intended as a general guide only. There is the potential for some omissions or errors in this information and readers should contact a hospital directly for the latest advice on services available.",,,,,,
,,,,,,
Explanatory notes,,,,,,
,,,,,,
,,,,,,
Reporting unit,Reporting unit type,State,Time period,Specialised services,Number of units,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2017–18,Coronary care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2018–19,Coronary care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2019–20,Coronary care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2020–21,Coronary care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2021–22,Coronary care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2022–23,Coronary care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2023–24,Coronary care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2017–18,Intensive care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2018–19,Intensive care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2019–20,Intensive care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2020–21,Intensive care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2021–22,Intensive care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2022–23,Intensive care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2023–24,Intensive care unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2017–18,Oncology unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2018–19,Oncology unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2019–20,Oncology unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2020–21,Oncology unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2021–22,Oncology unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2022–23,Oncology unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2023–24,Oncology unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2017–18,Paediatric service,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2018–19,Paediatric service,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2019–20,Paediatric service,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2020–21,Paediatric service,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2021–22,Paediatric service,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2022–23,Paediatric service,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2023–24,Paediatric service,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2017–18,Psychiatric unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2018–19,Psychiatric unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2019–20,Psychiatric unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2020–21,Psychiatric unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2021–22,Psychiatric unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2022–23,Psychiatric unit,1,
Albury Wodonga Health [Albury Campus],Hospital,NSW,2023–24,Psychiatric unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Acute renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2019–20,Acute renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2020–21,Acute renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2021–22,Acute renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2022–23,Acute renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Diabetes unit,1,
Armidale Hospital,Hospital,NSW,2019–20,Diabetes unit,1,
Armidale Hospital,Hospital,NSW,2020–21,Diabetes unit,1,
Armidale Hospital,Hospital,NSW,2021–22,Diabetes unit,1,
Armidale Hospital,Hospital,NSW,2022–23,Diabetes unit,1,
Armidale Hospital,Hospital,NSW,2017–18,Domiciliary care service,1,
Armidale Hospital,Hospital,NSW,2018–19,Domiciliary care service,1,
Armidale Hospital,Hospital,NSW,2019–20,Domiciliary care service,1,
Armidale Hospital,Hospital,NSW,2020–21,Domiciliary care service,1,
Armidale Hospital,Hospital,NSW,2021–22,Domiciliary care service,1,
Armidale Hospital,Hospital,NSW,2022–23,Domiciliary care service,1,
Armidale Hospital,Hospital,NSW,2023–24,Domiciliary care service,1,
Armidale Hospital,Hospital,NSW,2017–18,Geriatric assessment unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Geriatric assessment unit,1,
Armidale Hospital,Hospital,NSW,2019–20,Geriatric assessment unit,1,
Armidale Hospital,Hospital,NSW,2020–21,Geriatric assessment unit,1,
Armidale Hospital,Hospital,NSW,2021–22,Geriatric assessment unit,1,
Armidale Hospital,Hospital,NSW,2022–23,Geriatric assessment unit,1,
Armidale Hospital,Hospital,NSW,2017–18,Hospice care unit,1,
Armidale Hospital,Hospital,NSW,2017–18,Intensive care unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Intensive care unit,1,
Armidale Hospital,Hospital,NSW,2017–18,Maintenance renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Maintenance renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2019–20,Maintenance renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2020–21,Maintenance renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2021–22,Maintenance renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2022–23,Maintenance renal dialysis unit,1,
Armidale Hospital,Hospital,NSW,2023–24,Nursing home care unit,1,
Armidale Hospital,Hospital,NSW,2017–18,Obstetric services,1,
Armidale Hospital,Hospital,NSW,2018–19,Obstetric services,1,
Armidale Hospital,Hospital,NSW,2019–20,Obstetric services,1,
Armidale Hospital,Hospital,NSW,2020–21,Obstetric services,1,
Armidale Hospital,Hospital,NSW,2021–22,Obstetric services,1,
Armidale Hospital,Hospital,NSW,2022–23,Obstetric services,1,
Armidale Hospital,Hospital,NSW,2017–18,Oncology unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Oncology unit,1,
Armidale Hospital,Hospital,NSW,2019–20,Oncology unit,1,
Armidale Hospital,Hospital,NSW,2020–21,Oncology unit,1,
Armidale Hospital,Hospital,NSW,2021–22,Oncology unit,1,
Armidale Hospital,Hospital,NSW,2022–23,Oncology unit,1,
Armidale Hospital,Hospital,NSW,2017–18,Paediatric service,1,
Armidale Hospital,Hospital,NSW,2018–19,Paediatric service,1,
Armidale Hospital,Hospital,NSW,2019–20,Paediatric service,1,
Armidale Hospital,Hospital,NSW,2020–21,Paediatric service,1,
Armidale Hospital,Hospital,NSW,2021–22,Paediatric service,1,
Armidale Hospital,Hospital,NSW,2022–23,Paediatric service,1,
Armidale Hospital,Hospital,NSW,2017–18,Psychiatric unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Psychiatric unit,1,
Armidale Hospital,Hospital,NSW,2019–20,Psychiatric unit,1,
Armidale Hospital,Hospital,NSW,2020–21,Psychiatric unit,1,
Armidale Hospital,Hospital,NSW,2021–22,Psychiatric unit,1,
Armidale Hospital,Hospital,NSW,2022–23,Psychiatric unit,1,
Armidale Hospital,Hospital,NSW,2017–18,Rehabilitation unit,1,
Armidale Hospital,Hospital,NSW,2018–19,Rehabilitation unit,1,
Armidale Hospital,Hospital,NSW,2019–20,Rehabilitation unit,1,
Armidale Hospital,Hospital,NSW,2020–21,Rehabilitation unit,1,
Armidale Hospital,Hospital,NSW,2021–22,Rehabilitation unit,1,
Armidale Hospital,Hospital,NSW,2022–23,Rehabilitation unit,1,
Auburn Hospital,Hospital,NSW,2017–18,Coronary care unit,1,
Auburn Hospital,Hospital,NSW,2018–19,Coronary care unit,1,
Auburn Hospital,Hospital,NSW,2019–20,Coronary care unit,1,
Auburn Hospital,Hospital,NSW,2020–21,Coronary care unit,1,
Auburn Hospital,Hospital,NSW,2021–22,Coronary care unit,1,
Auburn Hospital,Hospital,NSW,2022–23,Coronary care unit,1,
Auburn Hospital,Hospital,NSW,2023–24,Coronary care unit,1,
Auburn Hospital,Hospital,NSW,2017–18,Domiciliary care service,1,
Auburn Hospital,Hospital,NSW,2018–19,Domiciliary care service,1,
Auburn Hospital,Hospital,NSW,2019–20,Domiciliary care service,1,
Auburn Hospital,Hospital,NSW,2020–21,Domiciliary care service,1,
Auburn Hospital,Hospital,NSW,2021–22,Domiciliary care service,1,
Auburn Hospital,Hospital,NSW,2018–19,Geriatric assessment unit,1,
Auburn Hospital,Hospital,NSW,2019–20,Geriatric assessment unit,1,
Auburn Hospital,Hospital,NSW,2020–21,Geriatric assessment unit,1,
Auburn Hospital,Hospital,NSW,2021–22,Geriatric assessment unit,1,
Auburn Hospital,Hospital,NSW,2022–23,Geriatric assessment unit,1,
Auburn Hospital,Hospital,NSW,2023–24,Geriatric assessment unit,1,
Auburn Hospital,Hospital,NSW,2017–18,Maintenance renal dialysis unit,1,
Auburn Hospital,Hospital,NSW,2018–19,Maintenance renal dialysis unit,1,
Auburn Hospital,Hospital,NSW,2019–20,Maintenance renal dialysis unit,1,
Auburn Hospital,Hospital,NSW,2020–21,Maintenance renal dialysis unit,1,
Auburn Hospital,Hospital,NSW,2021–22,Maintenance renal dialysis unit,1,
Auburn Hospital,Hospital,NSW,2022–23,Maintenance renal dialysis unit,1,
Auburn Hospital,Hospital,NSW,2023–24,Maintenance renal dialysis unit,1,
Auburn Hospital,Hospital,NSW,2017–18,Obstetric services,1,
Auburn Hospital,Hospital,NSW,2018–19,Obstetric services,1,
Auburn Hospital,Hospital,NSW,2019–20,Obstetric services,1,
Auburn Hospital,Hospital,NSW,2020–21,Obstetric services,1,
Auburn Hospital,Hospital,NSW,2021–22,Obstetric services,1,
Auburn Hospital,Hospital,NSW,2022–23,Obstetric services,1,
Auburn Hospital,Hospital,NSW,2023–24,Obstetric services,1,
Auburn Hospital,Hospital,NSW,2021–22,Paediatric service,1,
Auburn Hospital,Hospital,NSW,2022–23,Paediatric service,1,
Auburn Hospital,Hospital,NSW,2023–24,Paediatric service,1,
Ballina District Hospital,Hospital,NSW,2018–19,Alcohol and drug unit,1,
Ballina District Hospital,Hospital,NSW,2017–18,Geriatric assessment unit,1,
Ballina District Hospital,Hospital,NSW,2018–19,Geriatric assessment unit,1,
Ballina District Hospital,Hospital,NSW,2019–20,Geriatric assessment unit,1,
Ballina District Hospital,Hospital,NSW,2020–21,Geriatric assessment unit,1,
Ballina District Hospital,Hospital,NSW,2021–22,Geriatric assessment unit,1,
Ballina District Hospital,Hospital,NSW,2022–23,Geriatric assessment unit,1,
Ballina District Hospital,Hospital,NSW,2023–24,Geriatric assessment unit,1,
Ballina District Hospital,Hospital,NSW,2017–18,Maintenance renal dialysis unit,1,
Ballina District Hospital,Hospital,NSW,2018–19,Maintenance renal dialysis unit,1,
Ballina District Hospital,Hospital,NSW,2019–20,Maintenance renal dialysis unit,1,
